authors,published_parsed,summary,arxiv_primary_category,weights,pagenum,refnum,category
"[u'Markus Kunze', u'Herbert Spohn']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=3, tm_hour=10, tm_min=0, tm_sec=21, tm_wday=0, tm_yday=3, tm_isdst=0)","We study the Abraham model for $N$ charges interacting with the Maxwell
field. On the scale of the charge diameter, $R_{\phi}$, the charges are a
distance $\eps^{-1}R_{\phi}$ apart and have a velocity $\sqrt{\eps} c$ with
$\eps$ a small dimensionless parameter. We follow the motion of the charges
over times of the order $\eps^{-3/2}R_{\phi}/c$ and prove that on this time
scale their motion is well approximated by the Darwin Lagrangian. The mass is
renormalized. The interaction is dominated by the instantaneous Coulomb forces,
which are of the order $\eps^{2}$. The magnetic fields and first order
retardation generate the Darwin correction of the order $\eps^{3}$. Radiation
damping would be of the order $\eps^{7/2}$.","{'term': u'math-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",1.0,28,10,math-ph
"[u'Todor M. Mishonov', u'Mihail T. Mishonov']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=4, tm_hour=16, tm_min=39, tm_sec=46, tm_wday=1, tm_yday=4, tm_isdst=0)","The thermal fluctuations of the electric field between the CuO_2 planes of
layered cuprates are considered as an origin of the electrical resistivity. The
model evaluation employs a set of separate plane capacitors each having area
equal to the squared in-plane lattice constant a_0^2. It is shown that the
scattering of charge carriers by the fluctuation of electric charge in the
conducting CuO_2 planes gives rise to the in-plane electrical resistivity
rho_ab. Such a mechanism can be viewed as an analog of the Rayleigh's blue-sky
law---the charge carriers are scattered by thermal fluctuations of electron
density.","{'term': u'cond-mat.supr-con', 'scheme': u'http://arxiv.org/schemas/atom'}",1.0,10,39,cond-mat.supr-con
[u'Christian Fleischhack'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=5, tm_hour=21, tm_min=13, tm_sec=18, tm_wday=2, tm_yday=5, tm_isdst=0)","The action of Ashtekar's generalized gauge group $\Gb$ on the space $\Ab$ of
generalized connections is investigated for compact structure groups $\LG$.
  First a stratum is defined to be the set of all connections of one and the
same gauge orbit type, i.e. the conjugacy class of the centralizer of the
holonomy group. Then a slice theorem is proven on $\Ab$. This yields the
openness of the strata. Afterwards, a denseness theorem is proven for the
strata. Hence, $\Ab$ is topologically regularly stratified by $\Gb$. These
results coincide with those of Kondracki and Rogulski for Sobolev connections.
As a by-product, we prove that the set of all gauge orbit types equals the set
of all (conjugacy classes of) Howe subgroups of $\LG$. Finally, we show that
the set of all gauge orbits with maximal type has the full induced Haar measure
1.","{'term': u'math-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,21,20,math-ph
"[u'Mu-Yong Choi', u'J. S. Kim']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=24, tm_hour=12, tm_min=9, tm_sec=29, tm_wday=0, tm_yday=24, tm_isdst=0)","We have investigated the $T_c$ variation with the hole concentration $p$ in
the La-doped Bi 2201 system, Bi$_2$Sr$_{2-x}$La$_x$CuO$_{6+\delta}$. It is
found that the Bi 2201 system does not follow the systematics in $T_c$ and $p$
observed in other high-$T_c$ cuprate superconductors (HTSC's). The $T_c$ vs $p$
characteristics are quite similar to what observed in Zn-doped HTSC's. An
exceptionally large residual resistivity component in the inplane resistivity
indicates that strong potential scatterers of charge carriers reside in CuO$_2$
planes and are responsible for the unusual $T_c$ variation with $p$, as in the
Zn-doped systems. However, contrary to the Zn-doped HTSC's, the strong scatter
in the Bi 2201 system is possibly a vacancy in the Cu site.","{'term': u'cond-mat.supr-con', 'scheme': u'http://arxiv.org/schemas/atom'}",1.0,3,18,cond-mat.supr-con
[u'Shaun Martin'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=1, tm_hour=17, tm_min=34, tm_sec=31, tm_wday=5, tm_yday=1, tm_isdst=0)","This paper gives methods for understanding invariants of symplectic
quotients. The symplectic quotients considered here are compact symplectic
manifolds (or more generally orbifolds), which arise as the symplectic
quotients of a symplectic manifold by a compact torus. (A companion paper
examines symplectic quotients by a nonabelian group, showing how to reduce to
the maximal torus.)
  Let X be a symplectic manifold, with a Hamiltonian action of a compact torus
T. The main topological result of this paper describes an explicit cobordism
that exists between a symplectic quotient of X by T, and a collection of
iterated projective bundles over components of the set of T-fixed-points.
  The characteristic classes of these bundles can be determined explicitly, and
another result uses this to give formulae for integrals of cohomology classes
over the symplectic quotient, in terms of data localized at the T-fixed points
of X.","{'term': u'math.SG', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,60,59,math.SG
[u'G. K. Savvidy'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=17, tm_hour=11, tm_min=16, tm_sec=35, tm_wday=0, tm_yday=17, tm_isdst=0)","I emphasize analogy between Dp-branes in string theories and solitons in
gauge theories comparing their common properties and showing differences. We
will show that for certain excitations of the string/D3-brane system Neumann
boundary conditions emerge from the Born-Infeld dynamics. The excitations which
are coming down the string with a polarization along a direction parallel to
the brane are almost completely reflected. For the wavelengths much larger than
the string scale only a small fraction of the energy escapes in the form of
dipole radiation. The physical interpretation is that a string attached to the
3-brane manifests itself as an electric charge, and waves on the string cause
the end point of the string to freely oscillate and produce electromagnetic
dipole radiation in the asymptotic outer region. The magnitude of emitted power
is in fact exactly equal to the one given by Thompson formula in ordinary
electrodynamics.","{'term': u'hep-th', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,8,47,hep-th
"[u'D. Novikov', u'S. Yakovenko']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=20, tm_hour=12, tm_min=37, tm_sec=27, tm_wday=3, tm_yday=20, tm_isdst=0)","We derive an explicit system of Picard-Fuchs differential equations satisfied
by Abelian integrals of monomial forms and majorize its coefficients. A
peculiar feature of this construction is that the system admitting such
explicit majorants, appears only in dimension approximately two times greater
than the standard Picard-Fuchs system.
  The result is used to obtain a partial solution to the tangential Hilbert
16th problem. We establish upper bounds for the number of zeros of arbitrary
Abelian integrals on a positive distance from the critical locus. Under the
additional assumption that the critical values of the Hamiltonian are distant
from each other (after a proper normalization), we were able to majorize the
number of all (real and complex) zeros.
  In the second part of the paper an equivariant formulation of the above
problem is discussed and relationships between spread of critical values and
non-homogeneity of uni- and bivariate complex polynomials are studied.","{'term': u'math.DS', 'scheme': u'http://arxiv.org/schemas/atom'}",1.0,31,28,math.DS
[u'Stefano Bertolini'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=24, tm_hour=7, tm_min=41, tm_sec=7, tm_wday=0, tm_yday=24, tm_isdst=0)","I discuss the role of the Delta I = 1/2 selection rule in K -> pi pi decays
for the theoretical calculations of eps'/eps. Lacking reliable ``first
principle'' calculations, phenomenological approaches may help in understanding
correlations among different contributions and available experimental data. In
particular, in the chiral quark model approach the same dynamics which
underlies the Delta I = 1/2 selection rule in kaon decays appears to enhance
the K -> pi pi matrix elements of the gluonic penguins, thus driving eps'/eps
in the range of the recent experimental measurements.","{'term': u'hep-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,10,47,hep-ph
"[u'Guido Altarelli', u'Richard D. Ball', u'Stefano Forte']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=17, tm_hour=11, tm_min=20, tm_sec=48, tm_wday=0, tm_yday=17, tm_isdst=0)","This is an extended and pedagogically oriented version of our recent work, in
which we proposed an improvement of the splitting functions at small x which
overcomes the apparent problems encountered by the BFKL approach.","{'term': u'hep-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.5,31,67,hep-ph
[u'Slavnov D. A'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=18, tm_hour=10, tm_min=13, tm_sec=53, tm_wday=1, tm_yday=18, tm_isdst=0)","It is shown that probabilistic treatment of quantum mechanics can be
coordinated with causality of all physical processes. The physical
interpretation of quantum-mechanical phenomena such as process of measurement
and collapse of quantum state is given.","{'term': u'quant-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,10,11,quant-ph
"[u'Jay D. Salmonson', u'James R. Wilson', u'Grant J. Mathews']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=22, tm_hour=2, tm_min=21, tm_sec=58, tm_wday=5, tm_yday=22, tm_isdst=0)","In this paper we model the emission from a relativistically expanding
electron-positron pair plasma fireball originating near the surface of a heated
neutron star. This pair fireball is deposited via the annihilation of neutrino
pairs emanating from the surface of the hot neutron star. The heating of
neutron stars may occur in close neutron star binary systems near their last
stable orbit. We model the relativistic expansion and subsequent emission of
the plasma and find 10^51 to 10^52 ergs in gamma-rays are produced with
spectral and temporal properties consistent with observed gamma-ray bursts.","{'term': u'astro-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.5,5,13,astro-ph
[u'Tsunehide Kuroki'],"time.struct_time(tm_year=2000, tm_mon=1, tm_mday=4, tm_hour=8, tm_min=31, tm_sec=13, tm_wday=1, tm_yday=4, tm_isdst=0)","It is known that when there are several D-branes, their space-time
coordinates in general become noncommutative. From the point of view of
noncommutative geometry, it reflects noncommutativity of the world volume of
the D-branes. On the other hand, as we showed in the previous work, in the
presence of the constant antisymmetric tensor field the momentum operators of
the D-branes have noncommutative structure. In the present paper, we
investigate a relation between these noncommutativities and the description of
D-branes in terms of the noncommutative Yang-Mills theory recently proposed by
Seiberg and Witten. It is shown that the noncommutativity of the Yang-Mills
theory, which implies that of the world volume coordinates, originates from
both noncommutativities of the transverse coordinates and momenta from the
viewpoint of the lower-dimensional D-branes. Moreover, we show that this
noncommutativity is transformed by coordinate transformations on the world
volume and thereby can be chosen in an arbitrary fixed value. We also make a
brief comment on a relation between this fact and a hidden symmetry of the IIB
matrix models.","{'term': u'hep-th', 'scheme': u'http://arxiv.org/schemas/atom'}",0.0,15,33,hep-th
"[u'V. V. Sokolov', u'T. A. Fatkhullin', u'V. N. Komarova']","time.struct_time(tm_year=2000, tm_mon=1, tm_mday=20, tm_hour=14, tm_min=32, tm_sec=4, tm_wday=3, tm_yday=20, tm_isdst=0)","We present a photometry of GRB 980703 and GRB 990123 host galaxies which was
performed about 20 days and a half year after gamma-ray bursts occured,
respectively. The contributions of the optical transiets (OT) were negligible
in both cases. We derived broad band BVR_cI_c spectra of the host galaxies and
compared them to continuum spectra of different Hubble-type galaxies and
averaged spectra of starburst galaxies. For H_0=60 km s^{-1} Mpc^{-1} and three
Friedmann cosmological models with matter density and cosmological constant
parameters (Omega_m,Omega_Lambda) = (1,0),(0,0),(0,1) we estimated M_Brest and
star-forming rates (SFRs) using the fluxes in photometric bands for the host
galaxies. Within the range of cosmological parameters our estimates of the
absolute magnitudes are: M_Brest = -20.60 .. -21.73 for the GRB 980703 host
galaxy and M_Brest = -20.20 .. -21.82 for the GRB 990123 host galaxy. We
obtained estimates of K-correction values and absolute magnitudes of the host
galaxies using SEDs for star-forming galaxies.","{'term': u'astro-ph', 'scheme': u'http://arxiv.org/schemas/atom'}",0.5,7,27,astro-ph
